"trial"	"deck"	"gain"	"loss"	"subjID"
46	3	50	0	195
47	3	50	-50	195
48	3	50	-50	195
49	4	50	0	195
50	3	50	0	195
51	4	50	0	195
52	4	50	0	195
53	4	50	0	195
54	3	50	-25	195
55	3	50	-75	195
56	3	50	0	195
57	3	50	0	195
58	3	50	0	195
59	3	50	-25	195
60	4	50	0	195
61	3	50	-75	195
62	3	50	0	195
63	4	50	-250	195
64	1	100	0	195
65	3	50	-50	195
66	3	50	0	195
67	3	50	0	195
68	3	50	0	195
69	3	50	-50	195
70	3	50	-25	195
71	3	50	-50	195
72	3	50	0	195
73	3	50	0	195
74	3	50	-75	195
75	3	50	-50	195
76	3	50	0	195
77	1	100	-350	195
78	1	100	0	195
79	1	100	-250	195
80	1	100	-200	195
81	3	50	0	195
82	3	50	0	195
83	3	50	-25	195
84	3	50	-25	195
85	3	50	0	195
86	3	50	-75	195
87	3	50	0	195
88	3	50	-50	195
89	3	50	-75	195
90	3	50	0	195
91	3	50	0	195
92	3	50	-50	195
93	3	50	0	195
94	3	50	-50	195
95	3	50	0	195
96	3	50	-50	195
97	3	50	0	195
98	3	50	-50	195
99	3	50	-50	195
100	3	50	0	195
1	4	50	0	196
2	2	100	0	196
3	3	50	0	196
4	1	100	0	196
5	4	50	0	196
6	2	100	0	196
7	3	50	0	196
8	1	100	0	196
9	4	50	0	196
10	2	100	0	196
11	3	50	-50	196
12	1	100	-150	196
13	4	50	0	196
14	2	100	0	196
15	3	50	0	196
16	1	100	0	196
17	4	50	0	196
18	2	100	0	196
19	2	100	0	196
20	2	100	0	196
21	2	100	0	196
22	2	100	-1250	196
23	2	100	0	196
24	2	100	0	196
25	2	100	0	196
26	4	50	0	196
27	3	50	-50	196
28	2	100	0	196
29	2	100	-1250	196
30	4	50	0	196
31	1	100	-300	196
32	2	100	0	196
33	2	100	0	196
34	3	50	0	196
35	4	50	0	196
36	3	50	-50	196
37	2	100	0	196
38	4	50	0	196
39	3	50	0	196
40	4	50	-250	196
41	3	50	-50	196
42	1	100	0	196
43	1	100	-200	196
44	1	100	0	196
45	3	50	-50	196
46	1	100	-250	196
47	4	50	0	196
48	4	50	0	196
49	4	50	0	196
50	3	50	0	196
51	3	50	-25	196
52	4	50	0	196
53	3	50	-75	196
54	3	50	0	196
55	3	50	0	196
56	3	50	0	196
57	3	50	-25	196
58	3	50	-75	196
59	3	50	0	196
60	3	50	-50	196
61	3	50	0	196
62	3	50	0	196
63	3	50	0	196
64	3	50	-50	196
65	3	50	-25	196
66	3	50	-50	196
67	3	50	0	196
68	3	50	0	196
69	3	50	-75	196
70	3	50	-50	196
71	3	50	0	196
72	3	50	0	196
73	3	50	0	196
74	3	50	-25	196
75	3	50	-25	196
76	3	50	0	196
77	3	50	-75	196
78	3	50	0	196
79	3	50	-50	196
80	3	50	-75	196
81	3	50	0	196
82	3	50	0	196
83	3	50	-50	196
84	3	50	0	196
85	3	50	-50	196
86	3	50	0	196
87	3	50	-50	196
88	3	50	0	196
89	3	50	-50	196
90	3	50	-50	196
91	3	50	0	196
92	1	100	-350	196
93	3	50	-25	196
94	3	50	-75	196
95	3	50	0	196
96	3	50	0	196
97	3	50	0	196
98	3	50	-25	196
99	3	50	-75	196
100	3	50	0	196
1	3	50	0	197
2	3	50	0	197
3	3	50	-50	197
4	2	100	0	197
5	2	100	0	197
6	2	100	0	197
7	2	100	0	197
8	2	100	0	197
9	4	50	0	197
10	4	50	0	197
11	1	100	0	197
12	1	100	0	197
13	1	100	-150	197
14	2	100	0	197
15	2	100	0	197
16	2	100	0	197
17	4	50	0	197
18	2	100	-1250	197
19	1	100	0	197
20	1	100	-300	197
21	4	50	0	197
22	2	100	0	197
23	1	100	0	197
24	3	50	0	197
25	4	50	0	197
26	2	100	0	197
27	1	100	-200	197
28	2	100	0	197
29	4	50	0	197
30	4	50	0	197
31	3	50	-50	197
32	1	100	0	197
33	1	100	-250	197
34	4	50	0	197
35	4	50	0	197
36	4	50	-250	197
37	2	100	0	197
38	1	100	-350	197
39	3	50	0	197
40	2	100	-1250	197
41	2	100	0	197
42	1	100	0	197
43	4	50	0	197
44	4	50	0	197
45	3	50	-50	197
46	2	100	0	197
47	1	100	-350	197
48	3	50	0	197
49	2	100	0	197
50	1	100	0	197
51	4	50	0	197
52	4	50	0	197
53	1	100	-250	197
54	4	50	0	197
55	2	100	0	197
56	1	100	-200	197
57	2	100	0	197
58	3	50	-50	197
59	4	50	0	197
60	2	100	0	197
61	2	100	-1250	197
62	2	100	0	197
63	2	100	0	197
64	2	100	0	197
65	2	100	0	197
66	2	100	0	197
67	2	100	0	197
68	2	100	0	197
69	2	100	0	197
70	2	100	0	197
71	4	50	0	197
72	4	50	0	197
73	4	50	0	197
74	4	50	-250	197
75	4	50	0	197
76	4	50	0	197
77	4	50	0	197
78	4	50	0	197
79	4	50	0	197
80	4	50	0	197
81	1	100	0	197
82	1	100	-300	197
83	1	100	-150	197
84	3	50	-50	197
85	4	50	0	197
86	4	50	0	197
87	4	50	-250	197
88	2	100	0	197
89	2	100	-1250	197
90	4	50	0	197
91	4	50	0	197
92	4	50	0	197
93	2	100	0	197
94	2	100	0	197
95	2	100	0	197
96	2	100	0	197
97	2	100	0	197
98	2	100	0	197
99	2	100	0	197
100	2	100	0	197
1	1	100	0	198
2	1	100	0	198
3	1	100	-150	198
4	1	100	0	198
5	1	100	-300	198
6	1	100	0	198
7	1	100	-200	198
8	2	100	0	198
9	2	100	0	198
10	2	100	0	198
11	2	100	0	198
12	2	100	0	198
13	2	100	0	198
14	2	100	0	198
15	2	100	0	198
16	2	100	-1250	198
17	2	100	0	198
18	2	100	0	198
19	2	100	0	198
20	2	100	0	198
21	2	100	-1250	198
22	2	100	0	198
23	2	100	0	198
24	2	100	0	198
25	2	100	0	198
26	2	100	0	198
27	2	100	0	198
28	2	100	-1250	198
29	2	100	0	198
30	2	100	0	198
31	2	100	0	198
32	2	100	0	198
33	2	100	0	198
34	2	100	0	198
35	2	100	0	198
36	2	100	0	198
37	2	100	0	198
38	2	100	0	198
39	2	100	-1250	198
40	1	100	0	198
41	1	100	-250	198
42	1	100	-350	198
43	1	100	0	198
44	1	100	-350	198
45	1	100	0	198
46	1	100	-250	198
47	4	50	0	198
48	4	50	0	198
49	4	50	0	198
50	4	50	0	198
51	4	50	0	198
52	4	50	0	198
53	4	50	0	198
54	4	50	0	198
55	4	50	0	198
56	4	50	-250	198
57	4	50	0	198
58	4	50	0	198
59	4	50	0	198
60	4	50	0	198
61	4	50	0	198
62	4	50	0	198
63	4	50	0	198
64	4	50	0	198
65	4	50	0	198
66	4	50	-250	198
67	4	50	0	198
68	4	50	0	198
69	4	50	0	198
70	4	50	0	198
71	4	50	0	198
72	4	50	0	198
73	4	50	0	198
74	4	50	0	198
75	4	50	-250	198
76	4	50	0	198
77	4	50	0	198
78	4	50	0	198
79	4	50	0	198
80	4	50	0	198
81	3	50	0	198
82	3	50	0	198
83	3	50	-50	198
84	3	50	0	198
85	3	50	-50	198
86	3	50	0	198
87	3	50	-50	198
88	3	50	0	198
89	3	50	-50	198
90	3	50	-50	198
91	4	50	-250	198
92	4	50	0	198
93	4	50	0	198
94	4	50	0	198
95	4	50	0	198
96	4	50	0	198
97	4	50	0	198
98	4	50	0	198
99	4	50	0	198
100	4	50	0	198
1	2	100	0	199
2	2	100	0	199
3	2	100	0	199
4	2	100	0	199
5	2	100	0	199
6	2	100	0	199
7	2	100	0	199
8	2	100	0	199
9	2	100	-1250	199
10	1	100	0	199
11	1	100	0	199
12	4	50	0	199
13	3	50	0	199
14	4	50	0	199
15	1	100	-150	199
16	2	100	0	199
17	2	100	0	199
18	2	100	0	199
19	2	100	0	199
20	2	100	-1250	199
21	1	100	0	199
22	2	100	0	199
23	4	50	0	199
24	3	50	0	199
25	1	100	-300	199
26	2	100	0	199
27	4	50	0	199
28	3	50	-50	199
29	1	100	0	199
30	2	100	0	199
31	4	50	0	199
32	2	100	0	199
33	4	50	0	199
34	4	50	0	199
35	4	50	0	199
36	4	50	0	199
37	4	50	-250	199
38	1	100	-200	199
39	2	100	0	199
40	2	100	0	199
41	2	100	-1250	199
42	2	100	0	199
43	2	100	0	199
44	2	100	0	199
45	3	50	0	199
46	1	100	0	199
47	1	100	-250	199
48	1	100	-350	199
49	2	100	0	199
50	2	100	0	199
51	1	100	0	199
52	3	50	-50	199
53	1	100	-350	199
54	2	100	0	199
55	2	100	0	199
56	3	50	0	199
57	3	50	-50	199
58	3	50	0	199
59	3	50	-50	199
60	3	50	-50	199
61	1	100	0	199
62	1	100	-250	199
63	1	100	-200	199
64	1	100	0	199
65	1	100	-300	199
66	2	100	0	199
67	3	50	0	199
68	3	50	-25	199
69	3	50	-75	199
70	3	50	0	199
71	1	100	-150	199
72	1	100	0	199
73	1	100	0	199
74	1	100	0	199
75	3	50	0	199
76	1	100	-300	199
77	4	50	0	199
78	1	100	0	199
79	1	100	-350	199
80	3	50	0	199
81	1	100	0	199
82	1	100	-200	199
83	3	50	-25	199
84	1	100	-250	199
85	3	50	-75	199
86	1	100	-150	199
87	1	100	0	199
88	3	50	0	199
89	1	100	0	199
90	1	100	-350	199
91	2	100	0	199
92	4	50	0	199
93	1	100	-200	199
94	3	50	-50	199
95	3	50	0	199
96	3	50	0	199
97	3	50	0	199
98	3	50	-50	199
99	3	50	-25	199
100	3	50	-50	199
1	1	100	0	200
2	1	100	0	200
3	1	100	-150	200
4	2	100	0	200
5	2	100	0	200
6	2	100	0	200
7	2	100	0	200
8	2	100	0	200
9	2	100	0	200
10	2	100	0	200
11	2	100	0	200
12	2	100	-1250	200
13	3	50	0	200
14	3	50	0	200
15	3	50	-50	200
16	3	50	0	200
17	3	50	-50	200
18	4	50	0	200
19	4	50	0	200
20	4	50	0	200
21	1	100	0	200
22	1	100	-300	200
23	2	100	0	200
24	2	100	0	200
25	2	100	0	200
26	3	50	0	200
27	4	50	0	200
28	4	50	0	200
29	4	50	0	200
30	4	50	0	200
31	4	50	0	200
32	4	50	0	200
33	4	50	-250	200
34	4	50	0	200
35	4	50	0	200
36	4	50	0	200
37	4	50	0	200
38	4	50	0	200
39	4	50	0	200
40	4	50	0	200
41	4	50	0	200
42	4	50	0	200
43	4	50	-250	200
44	3	50	-50	200
45	3	50	0	200
46	3	50	-50	200
47	3	50	-50	200
48	3	50	0	200
49	3	50	-25	200
50	3	50	-75	200
51	3	50	0	200
52	3	50	0	200
53	3	50	0	200
54	3	50	-25	200
55	3	50	-75	200
56	3	50	0	200
57	2	100	0	200
58	2	100	-1250	200
59	1	100	0	200
60	1	100	-200	200
61	1	100	0	200
62	1	100	-250	200
63	4	50	0	200
64	4	50	0	200
65	4	50	0	200
66	4	50	0	200
67	4	50	0	200
68	4	50	0	200
69	4	50	0	200
70	4	50	0	200
71	4	50	-250	200
72	2	100	0	200
73	2	100	0	200
74	2	100	0	200
75	4	50	0	200
76	4	50	0	200
77	4	50	0	200
78	4	50	0	200
79	4	50	0	200
80	4	50	-250	200
81	4	50	0	200
82	4	50	0	200
83	4	50	0	200
84	4	50	0	200
85	4	50	0	200
86	4	50	0	200
87	4	50	0	200
88	4	50	0	200
89	4	50	0	200
90	4	50	0	200
91	4	50	0	200
92	4	50	0	200
93	4	50	0	200
94	4	50	0	200
95	4	50	-250	200
96	4	50	0	200
97	4	50	0	200
98	4	50	0	200
99	4	50	0	200
100	4	50	0	200
1	1	100	0	201
2	1	100	0	201
3	1	100	-150	201
4	3	50	0	201
5	4	50	0	201
6	2	100	0	201
7	4	50	0	201
8	3	50	0	201
9	2	100	0	201
10	4	50	0	201
11	3	50	-50	201
12	2	100	0	201
13	2	100	0	201
14	2	100	0	201
15	2	100	0	201
16	2	100	0	201
17	2	100	0	201
18	2	100	-1250	201
19	1	100	0	201
20	1	100	-300	201
21	2	100	0	201
22	2	100	0	201
23	2	100	0	201
24	2	100	0	201
25	1	100	0	201
26	1	100	-200	201
27	1	100	0	201
28	1	100	-250	201
29	1	100	-350	201
30	2	100	-1250	201
31	3	50	0	201
32	4	50	0	201
33	4	50	0	201
34	3	50	-50	201
35	4	50	0	201
36	4	50	0	201
37	4	50	0	201
38	4	50	0	201
39	2	100	0	201
40	2	100	0	201
41	4	50	-250	201
42	1	100	0	201
43	4	50	0	201
44	3	50	0	201
45	4	50	0	201
46	2	100	0	201
47	4	50	0	201
48	3	50	-50	201
49	1	100	-350	201
50	4	50	0	201
51	4	50	0	201
52	3	50	0	201
53	1	100	0	201
54	4	50	0	201
55	3	50	-50	201
56	4	50	0	201
57	4	50	0	201
58	4	50	0	201
59	3	50	-50	201
60	4	50	-250	201
61	4	50	0	201
62	3	50	0	201
63	4	50	0	201
64	2	100	0	201
65	2	100	0	201
66	2	100	0	201
67	4	50	0	201
68	4	50	0	201
69	4	50	0	201
70	3	50	-25	201
71	4	50	0	201
72	3	50	-75	201
73	3	50	0	201
74	3	50	0	201
75	1	100	-250	201
76	3	50	0	201
77	3	50	-25	201
78	3	50	-75	201
79	3	50	0	201
80	3	50	-50	201
81	3	50	0	201
82	4	50	0	201
83	2	100	-1250	201
84	2	100	0	201
85	2	100	0	201
86	2	100	0	201
87	2	100	0	201
88	2	100	0	201
89	2	100	0	201
90	2	100	0	201
91	4	50	0	201
92	4	50	-250	201
93	4	50	0	201
94	4	50	0	201
95	4	50	0	201
96	1	100	-200	201
97	4	50	0	201
98	1	100	0	201
99	1	100	-300	201
100	1	100	-150	201
1	4	50	0	202
2	4	50	0	202
3	4	50	0	202
4	4	50	0	202
5	4	50	0	202
6	4	50	0	202
7	4	50	0	202
8	4	50	0	202
9	4	50	0	202
10	4	50	-250	202
11	4	50	0	202
12	4	50	0	202
13	4	50	0	202
14	4	50	0	202
15	4	50	0	202
16	4	50	0	202
17	4	50	0	202
18	4	50	0	202
19	4	50	0	202
20	4	50	-250	202
21	4	50	0	202
22	4	50	0	202
23	4	50	0	202
24	4	50	0	202
25	3	50	0	202
26	3	50	0	202
27	3	50	-50	202
28	3	50	0	202
29	3	50	-50	202
30	3	50	0	202
31	3	50	-50	202
32	3	50	0	202
33	3	50	-50	202
34	2	100	0	202
35	2	100	0	202
36	2	100	0	202
37	2	100	0	202
38	2	100	0	202
39	2	100	0	202
40	2	100	0	202
41	2	100	0	202
42	2	100	-1250	202
43	1	100	0	202
44	1	100	0	202
45	1	100	-150	202
46	1	100	0	202
47	1	100	-300	202
48	3	50	-50	202
49	3	50	0	202
50	3	50	-25	202
51	3	50	-75	202
52	3	50	0	202
53	3	50	0	202
54	3	50	0	202
55	3	50	-25	202
56	3	50	-75	202
57	3	50	0	202
58	3	50	-50	202
59	3	50	0	202
60	3	50	0	202
61	3	50	0	202
62	3	50	-50	202
63	3	50	-25	202
64	1	100	0	202
65	3	50	-50	202
66	3	50	0	202
67	2	100	0	202
68	3	50	0	202
69	3	50	-75	202
70	3	50	-50	202
71	3	50	0	202
72	1	100	-200	202
73	3	50	0	202
74	3	50	0	202
75	1	100	0	202
76	1	100	-250	202
77	3	50	-25	202
78	3	50	-25	202
79	1	100	-350	202
80	3	50	0	202
81	2	100	0	202
82	2	100	0	202
83	2	100	0	202
84	2	100	-1250	202
85	2	100	0	202
86	2	100	0	202
87	2	100	0	202
88	4	50	0	202
89	4	50	0	202
90	4	50	0	202
91	2	100	0	202
92	1	100	0	202
93	1	100	-350	202
94	1	100	0	202
95	4	50	0	202
96	1	100	-250	202
97	3	50	-75	202
98	3	50	0	202
99	3	50	-50	202
100	2	100	0	202
1	2	100	0	203
2	4	50	0	203
3	1	100	0	203
4	3	50	0	203
5	2	100	0	203
6	3	50	0	203
7	4	50	0	203
8	1	100	0	203
9	4	50	0	203
10	1	100	-150	203
11	2	100	0	203
12	3	50	-50	203
13	1	100	0	203
14	4	50	0	203
15	4	50	0	203
16	4	50	0	203
17	3	50	0	203
18	2	100	0	203
19	1	100	-300	203
20	4	50	0	203
21	4	50	0	203
22	3	50	-50	203
23	2	100	0	203
24	1	100	0	203
25	2	100	0	203
26	3	50	0	203
27	2	100	0	203
28	2	100	0	203
29	4	50	0	203
30	1	100	-200	203
31	4	50	-250	203
32	2	100	-1250	203
33	1	100	0	203
34	3	50	-50	203
35	1	100	-250	203
36	2	100	0	203
37	4	50	0	203
38	3	50	0	203
39	2	100	0	203
40	2	100	0	203
41	3	50	-50	203
42	2	100	0	203
43	4	50	0	203
44	1	100	-350	203
45	3	50	-50	203
46	4	50	0	203
47	2	100	-1250	203
48	2	100	0	203
49	2	100	0	203
50	4	50	0	203
51	1	100	0	203
52	4	50	0	203
53	3	50	0	203
54	4	50	0	203
55	2	100	0	203
56	4	50	0	203
57	3	50	-25	203
58	4	50	0	203
59	1	100	-350	203
60	2	100	0	203
61	3	50	-75	203
62	4	50	0	203
63	4	50	-250	203
64	2	100	0	203
65	2	100	0	203
66	2	100	-1250	203
67	1	100	0	203
68	4	50	0	203
69	4	50	0	203
70	4	50	0	203
71	3	50	0	203
72	4	50	0	203
73	3	50	0	203
74	3	50	0	203
75	2	100	0	203
76	1	100	-250	203
77	2	100	0	203
78	3	50	-25	203
79	4	50	0	203
80	4	50	0	203
81	4	50	0	203
82	3	50	-75	203
83	1	100	-200	203
84	2	100	0	203
85	2	100	0	203
86	2	100	0	203
87	4	50	0	203
88	3	50	0	203
89	4	50	-250	203
90	3	50	-50	203
91	3	50	0	203
92	4	50	0	203
93	4	50	0	203
94	4	50	0	203
95	3	50	0	203
96	1	100	0	203
97	2	100	0	203
98	4	50	0	203
99	4	50	0	203
100	4	50	-250	203
1	4	50	0	204
2	1	100	0	204
3	2	100	0	204
4	3	50	0	204
5	2	100	0	204
6	1	100	0	204
7	4	50	0	204
8	3	50	0	204
9	1	100	-150	204
10	2	100	0	204
11	4	50	0	204
12	3	50	-50	204
13	2	100	0	204
14	2	100	0	204
15	2	100	0	204
16	4	50	0	204
17	2	100	0	204
18	2	100	0	204
19	2	100	-1250	204
20	1	100	0	204
21	4	50	0	204
22	1	100	-300	204
23	3	50	0	204
24	4	50	0	204
25	4	50	0	204
26	4	50	0	204
27	3	50	-50	204
28	4	50	0	204
29	4	50	-250	204
30	2	100	0	204
31	3	50	0	204
32	2	100	0	204
33	2	100	0	204
34	2	100	0	204
35	2	100	-1250	204
36	1	100	0	204
37	1	100	-200	204
38	1	100	0	204
39	1	100	-250	204
40	1	100	-350	204
41	3	50	-50	204
42	3	50	0	204
43	3	50	-50	204
44	4	50	0	204
45	4	50	0	204
46	4	50	0	204
47	4	50	0	204
48	4	50	0	204
49	4	50	0	204
50	4	50	0	204
51	3	50	-50	204
52	3	50	0	204
53	3	50	-25	204
54	3	50	-75	204
55	3	50	0	204
56	3	50	0	204
57	3	50	0	204
58	3	50	-25	204
59	4	50	0	204
60	4	50	0	204
61	3	50	-75	204
62	3	50	0	204
63	3	50	-50	204
64	3	50	0	204
65	3	50	0	204
66	3	50	0	204
67	3	50	-50	204
68	3	50	-25	204
69	3	50	-50	204
70	3	50	0	204
71	3	50	0	204
72	3	50	-75	204
73	3	50	-50	204
74	3	50	0	204
75	3	50	0	204
76	3	50	0	204
77	3	50	-25	204
78	3	50	-25	204
79	3	50	0	204
80	3	50	-75	204
81	3	50	0	204
82	3	50	-50	204
83	3	50	-75	204
84	3	50	0	204
85	3	50	0	204
86	3	50	-50	204
87	3	50	0	204
88	3	50	-50	204
89	3	50	0	204
90	3	50	-50	204
91	3	50	0	204
92	3	50	-50	204
93	3	50	-50	204
94	3	50	0	204
95	3	50	-25	204
96	3	50	-75	204
97	3	50	0	204
98	3	50	0	204
99	3	50	0	204
100	3	50	-25	204
1	3	50	0	205
2	4	50	0	205
3	2	100	0	205
4	1	100	0	205
5	2	100	0	205
6	1	100	0	205
7	2	100	0	205
8	1	100	-150	205
9	2	100	0	205
10	2	100	0	205
11	2	100	0	205
12	2	100	0	205
13	2	100	0	205
14	2	100	-1250	205
15	4	50	0	205
16	3	50	0	205
17	4	50	0	205
18	2	100	0	205
19	1	100	0	205
20	3	50	-50	205
21	1	100	-300	205
22	1	100	0	205
23	1	100	-200	205
24	1	100	0	205
25	2	100	0	205
26	4	50	0	205
27	3	50	0	205
28	1	100	-250	205
29	2	100	0	205
30	2	100	0	205
31	3	50	-50	205
32	4	50	0	205
33	2	100	-1250	205
34	1	100	-350	205
35	3	50	0	205
36	4	50	0	205
37	3	50	-50	205
38	4	50	0	205
39	4	50	0	205
40	4	50	0	205
41	4	50	-250	205
42	3	50	0	205
43	4	50	0	205
44	2	100	0	205
45	1	100	0	205
46	3	50	-50	205
47	4	50	0	205
48	2	100	0	205
49	1	100	-350	205
50	1	100	0	205
51	3	50	-50	205
52	4	50	0	205
53	2	100	0	205
54	1	100	-250	205
55	3	50	0	205
56	4	50	0	205
57	2	100	0	205
58	1	100	-200	205
59	3	50	-25	205
60	4	50	0	205
61	1	100	0	205
62	1	100	-300	205
63	1	100	-150	205
64	2	100	0	205
65	4	50	0	205
66	3	50	-75	205
67	3	50	0	205
68	4	50	0	205
69	1	100	0	205
70	2	100	0	205
71	1	100	0	205
72	2	100	-1250	205
73	2	100	0	205
74	1	100	0	205
75	2	100	0	205
76	2	100	0	205
77	2	100	0	205
78	1	100	-300	205
79	2	100	0	205
80	1	100	0	205
81	3	50	0	205
82	4	50	0	205
83	2	100	0	205
84	1	100	-350	205
85	1	100	0	205
86	1	100	-200	205
87	2	100	0	205
88	3	50	0	205
89	2	100	0	205
90	4	50	0	205
91	4	50	-250	205
92	4	50	0	205
93	4	50	0	205
94	3	50	-25	205
95	3	50	-75	205
96	3	50	0	205
97	3	50	-50	205
98	2	100	0	205
99	1	100	-250	205
100	2	100	0	205
1	1	100	0	206
2	1	100	0	206
3	1	100	-150	206
4	1	100	0	206
5	1	100	-300	206
6	1	100	0	206
7	2	100	0	206
8	2	100	0	206
9	2	100	0	206
10	3	50	0	206
11	3	50	0	206
12	4	50	0	206
13	4	50	0	206
14	4	50	0	206
15	3	50	-50	206
16	3	50	0	206
17	2	100	0	206
18	2	100	0	206
19	2	100	0	206
20	2	100	0	206
21	2	100	0	206
22	2	100	-1250	206
23	4	50	0	206
24	4	50	0	206
25	2	100	0	206
26	2	100	0	206
27	1	100	-200	206
28	1	100	0	206
29	1	100	-250	206
30	1	100	-350	206
31	4	50	0	206
32	4	50	0	206
33	4	50	0	206
34	4	50	0	206
35	4	50	-250	206
36	4	50	0	206
37	4	50	0	206
38	4	50	0	206
39	4	50	0	206
40	4	50	0	206
41	4	50	0	206
42	4	50	0	206
43	4	50	0	206
44	4	50	0	206
45	4	50	-250	206
46	3	50	-50	206
47	3	50	0	206
48	3	50	-50	206
49	3	50	0	206
50	3	50	-50	206
51	4	50	0	206
52	4	50	0	206
53	4	50	0	206
54	4	50	0	206
55	4	50	0	206
56	4	50	0	206
57	4	50	0	206
58	4	50	0	206
59	4	50	-250	206
60	4	50	0	206
61	3	50	-50	206
62	3	50	0	206
63	3	50	-25	206
64	3	50	-75	206
65	3	50	0	206
66	3	50	0	206
67	3	50	0	206
68	3	50	-25	206
69	3	50	-75	206
70	3	50	0	206
71	3	50	-50	206
72	3	50	0	206
73	3	50	0	206
74	3	50	0	206
75	3	50	-50	206
76	3	50	-25	206
77	3	50	-50	206
78	3	50	0	206
79	3	50	0	206
80	3	50	-75	206
81	3	50	-50	206
82	3	50	0	206
83	3	50	0	206
84	3	50	0	206
85	3	50	-25	206
86	3	50	-25	206
87	3	50	0	206
88	3	50	-75	206
89	3	50	0	206
90	3	50	-50	206
91	3	50	-75	206
92	3	50	0	206
93	3	50	0	206
94	3	50	-50	206
95	3	50	0	206
96	3	50	-50	206
97	3	50	0	206
98	3	50	-50	206
99	3	50	0	206
100	3	50	-50	206
1	2	100	0	207
2	2	100	0	207
3	2	100	0	207
4	2	100	0	207
5	2	100	0	207
6	2	100	0	207
7	2	100	0	207
8	2	100	0	207
9	2	100	-1250	207
10	4	50	0	207
11	3	50	0	207
12	1	100	0	207
13	2	100	0	207
14	1	100	0	207
15	3	50	0	207
16	4	50	0	207
17	1	100	-150	207
18	2	100	0	207
19	3	50	-50	207
20	4	50	0	207
21	4	50	0	207
22	4	50	0	207
23	4	50	0	207
24	4	50	0	207
25	2	100	0	207
26	1	100	0	207
27	4	50	0	207
28	2	100	0	207
29	1	100	-300	207
30	4	50	0	207
31	4	50	-250	207
32	3	50	0	207
33	3	50	-50	207
34	3	50	0	207
35	3	50	-50	207
36	3	50	0	207
37	3	50	-50	207
38	3	50	-50	207
39	3	50	0	207
40	3	50	-25	207
41	3	50	-75	207
42	3	50	0	207
43	3	50	0	207
44	3	50	0	207
45	3	50	-25	207
46	3	50	-75	207
47	3	50	0	207
48	3	50	-50	207
49	4	50	0	207
50	2	100	-1250	207
51	3	50	0	207
52	3	50	0	207
53	3	50	0	207
54	3	50	-50	207
55	3	50	-25	207
56	3	50	-50	207
57	2	100	0	207
58	3	50	0	207
59	3	50	0	207
60	3	50	-75	207
61	3	50	-50	207
62	3	50	0	207
63	3	50	0	207
64	3	50	0	207
65	3	50	-25	207
66	4	50	0	207
67	3	50	-25	207
68	3	50	0	207
69	3	50	-75	207
70	3	50	0	207
71	3	50	-50	207
72	3	50	-75	207
73	4	50	0	207
74	3	50	0	207
75	3	50	0	207
76	4	50	0	207
77	3	50	-50	207
78	4	50	0	207
79	3	50	0	207
80	4	50	0	207
81	3	50	-50	207
82	4	50	0	207
83	3	50	0	207
84	4	50	0	207
85	3	50	-50	207
86	4	50	0	207
87	3	50	0	207
88	4	50	-250	207
89	3	50	-50	207
90	3	50	-50	207
91	3	50	0	207
92	1	100	0	207
93	4	50	0	207
94	3	50	-25	207
95	1	100	-200	207
96	3	50	-75	207
97	2	100	0	207
98	4	50	0	207
99	3	50	0	207
100	4	50	0	207
1	2	100	0	208
2	3	50	0	208
3	4	50	0	208
4	1	100	0	208
5	1	100	0	208
6	4	50	0	208
7	2	100	0	208
8	1	100	-150	208
9	2	100	0	208
10	3	50	0	208
11	4	50	0	208
12	2	100	0	208
13	2	100	0	208
14	2	100	0	208
15	4	50	0	208
16	2	100	0	208
17	2	100	0	208
18	3	50	-50	208
19	4	50	0	208
20	1	100	0	208
21	3	50	0	208
22	2	100	-1250	208
23	3	50	-50	208
24	4	50	0	208
25	4	50	0	208
26	4	50	0	208
27	1	100	-300	208
28	4	50	0	208
29	1	100	0	208
30	3	50	0	208
31	3	50	-50	208
32	4	50	-250	208
33	1	100	-200	208
34	2	100	0	208
35	3	50	0	208
36	2	100	0	208
37	3	50	-50	208
38	4	50	0	208
39	2	100	0	208
40	3	50	-50	208
41	3	50	0	208
42	4	50	0	208
43	3	50	-25	208
44	4	50	0	208
45	2	100	0	208
46	2	100	-1250	208
47	2	100	0	208
48	2	100	0	208
49	2	100	0	208
50	2	100	0	208
51	3	50	-75	208
52	3	50	0	208
53	3	50	0	208
54	3	50	0	208
55	3	50	-25	208
56	3	50	-75	208
57	4	50	0	208
58	4	50	0	208
59	4	50	0	208
60	3	50	0	208
61	1	100	0	208
62	4	50	0	208
63	3	50	-50	208
64	3	50	0	208
65	4	50	0	208
66	4	50	0	208
67	4	50	-250	208
68	4	50	0	208
69	4	50	0	208
70	3	50	0	208
71	3	50	0	208
72	3	50	-50	208
73	3	50	-25	208
74	4	50	0	208
75	1	100	-250	208
76	1	100	-350	208
77	4	50	0	208
78	3	50	-50	208
79	2	100	0	208
80	2	100	0	208
81	3	50	0	208
82	3	50	0	208
83	3	50	-75	208
84	3	50	-50	208
85	3	50	0	208
86	3	50	0	208
87	4	50	0	208
88	3	50	0	208
89	4	50	0	208
90	3	50	-25	208
91	3	50	-25	208
92	4	50	0	208
93	4	50	0	208
94	3	50	0	208
95	3	50	-75	208
96	3	50	0	208
97	3	50	-50	208
98	4	50	-250	208
99	4	50	0	208
