"trial"	"deck"	"gain"	"loss"	"subjID"
100	4	50	0	208
1	2	100	0	209
2	4	50	0	209
3	1	100	0	209
4	3	50	0	209
5	2	100	0	209
6	1	100	0	209
7	4	50	0	209
8	3	50	0	209
9	1	100	-150	209
10	1	100	0	209
11	2	100	0	209
12	2	100	0	209
13	2	100	0	209
14	2	100	0	209
15	3	50	-50	209
16	3	50	0	209
17	3	50	-50	209
18	1	100	-300	209
19	1	100	0	209
20	2	100	0	209
21	1	100	-200	209
22	2	100	0	209
23	2	100	-1250	209
24	2	100	0	209
25	3	50	0	209
26	3	50	-50	209
27	2	100	0	209
28	2	100	0	209
29	2	100	0	209
30	3	50	0	209
31	1	100	0	209
32	1	100	-250	209
33	1	100	-350	209
34	1	100	0	209
35	1	100	-350	209
36	1	100	0	209
37	1	100	-250	209
38	1	100	-200	209
39	1	100	0	209
40	1	100	-300	209
41	4	50	0	209
42	4	50	0	209
43	4	50	0	209
44	4	50	0	209
45	4	50	0	209
46	4	50	0	209
47	4	50	0	209
48	3	50	-50	209
49	3	50	-50	209
50	3	50	0	209
51	4	50	-250	209
52	4	50	0	209
53	4	50	0	209
54	4	50	0	209
55	3	50	-25	209
56	3	50	-75	209
57	3	50	0	209
58	3	50	0	209
59	3	50	0	209
60	3	50	-25	209
61	2	100	-1250	209
62	1	100	-150	209
63	1	100	0	209
64	1	100	0	209
65	1	100	0	209
66	2	100	0	209
67	1	100	-300	209
68	2	100	0	209
69	2	100	0	209
70	2	100	0	209
71	1	100	0	209
72	1	100	-350	209
73	2	100	0	209
74	2	100	0	209
75	2	100	-1250	209
76	2	100	0	209
77	2	100	0	209
78	2	100	0	209
79	2	100	0	209
80	2	100	0	209
81	2	100	0	209
82	2	100	0	209
83	2	100	0	209
84	2	100	0	209
85	2	100	0	209
86	2	100	-1250	209
87	3	50	-75	209
88	4	50	0	209
89	4	50	0	209
90	4	50	0	209
91	4	50	0	209
92	4	50	0	209
93	4	50	0	209
94	4	50	-250	209
95	4	50	0	209
96	4	50	0	209
97	4	50	0	209
98	4	50	0	209
99	4	50	0	209
100	4	50	0	209
1	2	100	0	210
2	2	100	0	210
3	2	100	0	210
4	2	100	0	210
5	2	100	0	210
6	2	100	0	210
7	2	100	0	210
8	2	100	0	210
9	2	100	-1250	210
10	4	50	0	210
11	4	50	0	210
12	4	50	0	210
13	4	50	0	210
14	4	50	0	210
15	1	100	0	210
16	1	100	0	210
17	1	100	-150	210
18	1	100	0	210
19	1	100	-300	210
20	1	100	0	210
21	3	50	0	210
22	3	50	0	210
23	3	50	-50	210
24	3	50	0	210
25	2	100	0	210
26	4	50	0	210
27	4	50	0	210
28	4	50	0	210
29	4	50	0	210
30	4	50	-250	210
31	1	100	-200	210
32	4	50	0	210
33	3	50	-50	210
34	3	50	0	210
35	4	50	0	210
36	4	50	0	210
37	4	50	0	210
38	4	50	0	210
39	4	50	0	210
40	4	50	0	210
41	4	50	0	210
42	4	50	0	210
43	4	50	-250	210
44	4	50	0	210
45	4	50	0	210
46	2	100	0	210
47	4	50	0	210
48	4	50	0	210
49	4	50	0	210
50	4	50	0	210
51	4	50	0	210
52	4	50	0	210
53	4	50	-250	210
54	1	100	0	210
55	4	50	0	210
56	4	50	0	210
57	4	50	0	210
58	4	50	0	210
59	4	50	0	210
60	4	50	-250	210
61	4	50	0	210
62	4	50	0	210
63	4	50	0	210
64	4	50	0	210
65	4	50	0	210
66	4	50	0	210
67	4	50	0	210
68	4	50	0	210
69	4	50	0	210
70	4	50	0	210
71	4	50	0	210
72	4	50	0	210
73	4	50	0	210
74	4	50	0	210
75	4	50	-250	210
76	4	50	0	210
77	4	50	0	210
78	4	50	0	210
79	4	50	0	210
80	4	50	0	210
81	4	50	0	210
82	4	50	0	210
83	4	50	0	210
84	4	50	0	210
85	4	50	-250	210
86	4	50	0	210
87	4	50	0	210
88	4	50	0	210
89	4	50	0	210
90	4	50	0	210
91	4	50	0	210
92	4	50	0	210
93	4	50	0	210
94	4	50	-250	210
95	4	50	0	210
96	4	50	0	210
97	4	50	0	210
98	4	50	0	210
99	4	50	0	210
100	4	50	-250	210
1	2	100	0	211
2	3	50	0	211
3	4	50	0	211
4	1	100	0	211
5	2	100	0	211
6	3	50	0	211
7	1	100	0	211
8	2	100	0	211
9	1	100	-150	211
10	4	50	0	211
11	3	50	-50	211
12	2	100	0	211
13	4	50	0	211
14	2	100	0	211
15	4	50	0	211
16	2	100	0	211
17	1	100	0	211
18	4	50	0	211
19	1	100	-300	211
20	2	100	0	211
21	2	100	0	211
22	2	100	-1250	211
23	4	50	0	211
24	3	50	0	211
25	4	50	0	211
26	3	50	-50	211
27	2	100	0	211
28	2	100	0	211
29	2	100	0	211
30	4	50	0	211
31	2	100	0	211
32	2	100	-1250	211
33	2	100	0	211
34	2	100	0	211
35	2	100	0	211
36	2	100	0	211
37	2	100	0	211
38	4	50	0	211
39	3	50	0	211
40	1	100	0	211
41	4	50	-250	211
42	1	100	-200	211
43	3	50	-50	211
44	2	100	0	211
45	1	100	0	211
46	1	100	-250	211
47	4	50	0	211
48	2	100	-1250	211
49	2	100	0	211
50	2	100	0	211
51	2	100	0	211
52	2	100	0	211
53	2	100	0	211
54	2	100	0	211
55	2	100	0	211
56	2	100	0	211
57	2	100	0	211
58	4	50	0	211
59	3	50	0	211
60	4	50	0	211
61	4	50	0	211
62	4	50	0	211
63	2	100	0	211
64	3	50	-50	211
65	4	50	0	211
66	2	100	-1250	211
67	2	100	0	211
68	2	100	0	211
69	2	100	0	211
70	2	100	0	211
71	2	100	0	211
72	2	100	0	211
73	2	100	0	211
74	3	50	-50	211
75	1	100	-350	211
76	4	50	0	211
77	3	50	0	211
78	4	50	0	211
79	3	50	-25	211
80	4	50	0	211
81	3	50	-75	211
82	4	50	-250	211
83	3	50	0	211
84	1	100	0	211
85	1	100	-350	211
86	1	100	0	211
87	4	50	0	211
88	4	50	0	211
89	4	50	0	211
90	4	50	0	211
91	3	50	0	211
92	4	50	0	211
93	4	50	0	211
94	3	50	0	211
95	3	50	-25	211
96	3	50	-75	211
97	3	50	0	211
98	3	50	-50	211
99	4	50	0	211
100	4	50	0	211
1	4	50	0	212
2	3	50	0	212
3	2	100	0	212
4	2	100	0	212
5	1	100	0	212
6	1	100	0	212
7	2	100	0	212
8	1	100	-150	212
9	2	100	0	212
10	2	100	0	212
11	2	100	0	212
12	2	100	0	212
13	2	100	0	212
14	4	50	0	212
15	3	50	0	212
16	2	100	-1250	212
17	1	100	0	212
18	2	100	0	212
19	2	100	0	212
20	2	100	0	212
21	1	100	-300	212
22	1	100	0	212
23	1	100	-200	212
24	1	100	0	212
25	2	100	0	212
26	3	50	-50	212
27	4	50	0	212
28	4	50	0	212
29	2	100	-1250	212
30	2	100	0	212
31	2	100	0	212
32	2	100	0	212
33	2	100	0	212
34	3	50	0	212
35	2	100	0	212
36	1	100	-250	212
37	2	100	0	212
38	1	100	-350	212
39	2	100	-1250	212
40	2	100	0	212
41	2	100	0	212
42	2	100	0	212
43	2	100	0	212
44	2	100	0	212
45	4	50	0	212
46	4	50	0	212
47	3	50	-50	212
48	3	50	0	212
49	3	50	-50	212
50	3	50	0	212
51	3	50	-50	212
52	3	50	-50	212
53	3	50	0	212
54	3	50	-25	212
55	3	50	-75	212
56	2	100	0	212
57	2	100	0	212
58	2	100	0	212
59	4	50	0	212
60	4	50	0	212
61	2	100	0	212
62	2	100	0	212
63	2	100	-1250	212
64	3	50	0	212
65	2	100	0	212
66	2	100	0	212
67	2	100	0	212
68	2	100	0	212
69	2	100	0	212
70	2	100	0	212
71	2	100	0	212
72	2	100	0	212
73	2	100	0	212
74	3	50	0	212
75	3	50	0	212
76	3	50	-25	212
77	3	50	-75	212
78	3	50	0	212
79	3	50	-50	212
80	3	50	0	212
81	3	50	0	212
82	3	50	0	212
83	3	50	-50	212
84	3	50	-25	212
85	3	50	-50	212
86	3	50	0	212
87	3	50	0	212
88	3	50	-75	212
89	3	50	-50	212
90	3	50	0	212
91	3	50	0	212
92	3	50	0	212
93	3	50	-25	212
94	3	50	-25	212
95	3	50	0	212
96	3	50	-75	212
97	3	50	0	212
98	3	50	-50	212
99	3	50	-75	212
100	3	50	0	212
1	4	50	0	213
2	4	50	0	213
3	4	50	0	213
4	4	50	0	213
5	4	50	0	213
6	4	50	0	213
7	4	50	0	213
8	4	50	0	213
9	4	50	0	213
10	1	100	0	213
11	1	100	0	213
12	3	50	0	213
13	2	100	0	213
14	1	100	-150	213
15	1	100	0	213
16	1	100	-300	213
17	4	50	-250	213
18	2	100	0	213
19	2	100	0	213
20	2	100	0	213
21	2	100	0	213
22	2	100	0	213
23	2	100	0	213
24	2	100	0	213
25	2	100	-1250	213
26	2	100	0	213
27	2	100	0	213
28	2	100	0	213
29	2	100	0	213
30	2	100	-1250	213
31	4	50	0	213
32	1	100	0	213
33	3	50	0	213
34	2	100	0	213
35	3	50	-50	213
36	2	100	0	213
37	1	100	-200	213
38	2	100	0	213
39	4	50	0	213
40	3	50	0	213
41	1	100	0	213
42	3	50	-50	213
43	1	100	-250	213
44	1	100	-350	213
45	2	100	0	213
46	2	100	0	213
47	4	50	0	213
48	2	100	0	213
49	2	100	-1250	213
50	4	50	0	213
51	1	100	0	213
52	3	50	0	213
53	4	50	0	213
54	3	50	-50	213
55	1	100	-350	213
56	2	100	0	213
57	2	100	0	213
58	1	100	0	213
59	2	100	0	213
60	3	50	0	213
61	1	100	-250	213
62	1	100	-200	213
63	1	100	0	213
64	1	100	-300	213
65	2	100	0	213
66	4	50	0	213
67	4	50	0	213
68	4	50	0	213
69	4	50	0	213
70	4	50	-250	213
71	3	50	-50	213
72	4	50	0	213
73	2	100	0	213
74	1	100	-150	213
75	3	50	-50	213
76	3	50	0	213
77	3	50	-25	213
78	3	50	-75	213
79	4	50	0	213
80	2	100	0	213
81	4	50	0	213
82	3	50	0	213
83	4	50	0	213
84	2	100	0	213
85	1	100	0	213
86	2	100	0	213
87	4	50	0	213
88	1	100	0	213
89	2	100	0	213
90	4	50	0	213
91	4	50	0	213
92	3	50	0	213
93	2	100	0	213
94	1	100	0	213
95	2	100	-1250	213
96	1	100	-300	213
97	3	50	0	213
98	4	50	0	213
99	4	50	-250	213
100	3	50	-25	213
1	1	100	0	214
2	4	50	0	214
3	3	50	0	214
4	3	50	0	214
5	1	100	0	214
6	1	100	-150	214
7	4	50	0	214
8	2	100	0	214
9	2	100	0	214
10	1	100	0	214
11	1	100	-300	214
12	2	100	0	214
13	4	50	0	214
14	2	100	0	214
15	2	100	0	214
16	2	100	0	214
17	2	100	0	214
18	3	50	-50	214
19	4	50	0	214
20	2	100	0	214
21	2	100	-1250	214
22	4	50	0	214
23	4	50	0	214
24	2	100	0	214
25	4	50	0	214
26	4	50	0	214
27	4	50	0	214
28	4	50	-250	214
29	3	50	0	214
30	1	100	0	214
31	3	50	-50	214
32	3	50	0	214
33	3	50	-50	214
34	4	50	0	214
35	2	100	0	214
36	3	50	0	214
37	1	100	-200	214
38	3	50	-50	214
39	3	50	-50	214
40	3	50	0	214
41	3	50	-25	214
42	3	50	-75	214
43	3	50	0	214
44	3	50	0	214
45	3	50	0	214
46	3	50	-25	214
47	3	50	-75	214
48	3	50	0	214
49	3	50	-50	214
50	3	50	0	214
51	3	50	0	214
52	3	50	0	214
53	3	50	-50	214
54	3	50	-25	214
55	3	50	-50	214
56	3	50	0	214
57	3	50	0	214
58	3	50	-75	214
59	3	50	-50	214
60	3	50	0	214
61	3	50	0	214
62	3	50	0	214
63	3	50	-25	214
64	3	50	-25	214
65	3	50	0	214
66	3	50	-75	214
67	3	50	0	214
68	3	50	-50	214
69	3	50	-75	214
70	3	50	0	214
71	3	50	0	214
72	3	50	-50	214
73	3	50	0	214
74	3	50	-50	214
75	3	50	0	214
76	3	50	-50	214
77	3	50	0	214
78	3	50	-50	214
79	3	50	-50	214
80	3	50	0	214
81	3	50	-25	214
82	3	50	-75	214
83	3	50	0	214
84	3	50	0	214
85	3	50	0	214
86	3	50	-25	214
87	3	50	-75	214
88	3	50	0	214
89	3	50	-50	214
90	3	50	0	214
91	3	50	0	214
92	3	50	0	214
93	3	50	-50	214
94	3	50	-25	214
95	3	50	-50	214
96	3	50	0	214
97	3	50	0	214
98	3	50	-75	214
99	3	50	-50	214
100	3	50	0	214
1	3	50	0	215
2	2	100	0	215
3	1	100	0	215
4	4	50	0	215
5	2	100	0	215
6	1	100	0	215
7	2	100	0	215
8	1	100	-150	215
9	2	100	0	215
10	2	100	0	215
11	2	100	0	215
12	2	100	0	215
13	2	100	0	215
14	2	100	-1250	215
15	3	50	0	215
16	4	50	0	215
17	3	50	-50	215
18	4	50	0	215
19	4	50	0	215
20	4	50	0	215
21	3	50	0	215
22	1	100	0	215
23	1	100	-300	215
24	3	50	-50	215
25	4	50	0	215
26	3	50	0	215
27	4	50	0	215
28	3	50	-50	215
29	4	50	0	215
30	4	50	0	215
31	4	50	-250	215
32	3	50	0	215
33	3	50	-50	215
34	2	100	0	215
35	2	100	0	215
36	3	50	-50	215
37	2	100	0	215
38	2	100	0	215
39	2	100	-1250	215
40	3	50	0	215
41	3	50	-25	215
42	3	50	-75	215
43	4	50	0	215
44	4	50	0	215
45	4	50	0	215
46	4	50	0	215
47	4	50	0	215
48	4	50	0	215
49	4	50	0	215
50	4	50	0	215
51	4	50	0	215
52	4	50	-250	215
53	4	50	0	215
54	4	50	0	215
55	4	50	0	215
56	4	50	0	215
57	4	50	0	215
58	4	50	0	215
59	4	50	0	215
60	4	50	0	215
61	4	50	-250	215
62	4	50	0	215
63	4	50	0	215
64	4	50	0	215
65	4	50	0	215
66	4	50	0	215
67	4	50	-250	215
68	4	50	0	215
69	4	50	0	215
70	4	50	0	215
71	4	50	0	215
72	4	50	0	215
73	4	50	0	215
74	4	50	0	215
75	4	50	0	215
76	4	50	0	215
77	4	50	0	215
78	4	50	0	215
79	4	50	0	215
80	4	50	0	215
81	4	50	0	215
82	4	50	-250	215
83	4	50	0	215
84	4	50	0	215
85	4	50	0	215
86	4	50	0	215
87	4	50	0	215
88	4	50	0	215
89	4	50	0	215
90	4	50	0	215
91	4	50	0	215
92	4	50	-250	215
93	4	50	0	215
94	4	50	0	215
95	4	50	0	215
96	4	50	0	215
97	4	50	0	215
98	4	50	0	215
99	4	50	0	215
100	4	50	0	215
1	3	50	0	216
2	3	50	0	216
3	4	50	0	216
4	2	100	0	216
5	1	100	0	216
6	1	100	0	216
7	4	50	0	216
8	2	100	0	216
9	4	50	0	216
10	3	50	-50	216
11	3	50	0	216
12	4	50	0	216
13	4	50	0	216
14	2	100	0	216
15	1	100	-150	216
16	1	100	0	216
17	4	50	0	216
18	4	50	0	216
19	4	50	0	216
20	2	100	0	216
21	4	50	0	216
22	4	50	-250	216
23	4	50	0	216
24	4	50	0	216
25	4	50	0	216
26	4	50	0	216
27	2	100	0	216
28	2	100	0	216
29	2	100	0	216
30	2	100	0	216
31	3	50	-50	216
32	3	50	0	216
33	3	50	-50	216
34	1	100	-300	216
35	1	100	0	216
36	1	100	-200	216
37	1	100	0	216
38	1	100	-250	216
39	2	100	-1250	216
40	2	100	0	216
41	4	50	0	216
42	2	100	0	216
43	1	100	-350	216
44	3	50	0	216
45	1	100	0	216
46	2	100	0	216
47	4	50	0	216
48	1	100	-350	216
49	2	100	0	216
50	4	50	0	216
51	4	50	0	216
52	4	50	0	216
53	4	50	-250	216
54	3	50	-50	216
55	3	50	-50	216
56	2	100	-1250	216
57	1	100	0	216
58	3	50	0	216
59	3	50	-25	216
60	3	50	-75	216
61	3	50	0	216
62	3	50	0	216
63	3	50	0	216
64	3	50	-25	216
65	1	100	-250	216
66	1	100	-200	216
67	2	100	0	216
68	2	100	0	216
69	4	50	0	216
70	2	100	0	216
71	2	100	0	216
72	2	100	0	216
73	2	100	0	216
74	2	100	-1250	216
75	4	50	0	216
76	2	100	0	216
77	2	100	0	216
78	2	100	0	216
79	2	100	0	216
80	2	100	0	216
81	2	100	0	216
82	2	100	0	216
83	2	100	0	216
84	2	100	0	216
85	2	100	0	216
86	4	50	0	216
87	2	100	-1250	216
88	2	100	0	216
89	2	100	0	216
90	2	100	0	216
91	2	100	0	216
92	2	100	0	216
93	2	100	0	216
94	2	100	0	216
95	2	100	0	216
96	3	50	-75	216
97	3	50	0	216
98	1	100	0	216
99	1	100	-300	216
100	1	100	-150	216
1	4	50	0	217
2	1	100	0	217
3	2	100	0	217
4	3	50	0	217
5	4	50	0	217
6	1	100	0	217
7	2	100	0	217
8	3	50	0	217
9	4	50	0	217
10	1	100	-150	217
11	2	100	0	217
12	3	50	-50	217
13	4	50	0	217
14	1	100	0	217
15	2	100	0	217
16	3	50	0	217
17	4	50	0	217
18	1	100	-300	217
19	2	100	0	217
20	3	50	-50	217
21	4	50	0	217
22	1	100	0	217
23	2	100	0	217
24	3	50	0	217
25	4	50	0	217
26	1	100	-200	217
27	2	100	0	217
28	3	50	-50	217
29	4	50	0	217
30	1	100	0	217
31	4	50	0	217
32	1	100	-250	217
33	2	100	0	217
34	4	50	-250	217
35	1	100	-350	217
36	2	100	-1250	217
37	3	50	0	217
38	3	50	-50	217
39	3	50	-50	217
40	4	50	0	217
41	4	50	0	217
42	1	100	0	217
43	2	100	0	217
44	3	50	0	217
45	4	50	0	217
46	1	100	-350	217
47	2	100	0	217
48	3	50	-25	217
49	2	100	0	217
50	2	100	0	217
51	4	50	0	217
52	2	100	-1250	217
53	3	50	-75	217
54	1	100	0	217
55	4	50	0	217
56	2	100	0	217
57	3	50	0	217
58	4	50	0	217
59	1	100	-250	217
60	2	100	0	217
61	4	50	0	217
62	3	50	0	217
63	2	100	0	217
64	1	100	-200	217
65	4	50	0	217
66	2	100	0	217
67	3	50	0	217
68	4	50	0	217
69	2	100	0	217
70	3	50	-25	217
71	4	50	-250	217
72	1	100	0	217
73	3	50	-75	217
74	2	100	0	217
75	4	50	0	217
76	3	50	0	217
77	2	100	-1250	217
78	4	50	0	217
79	3	50	-50	217
80	3	50	0	217
81	4	50	0	217
82	3	50	0	217
83	2	100	0	217
84	3	50	0	217
85	2	100	0	217
86	4	50	0	217
87	3	50	-50	217
88	2	100	0	217
89	4	50	0	217
90	3	50	-25	217
91	4	50	0	217
92	3	50	-50	217
93	2	100	0	217
94	4	50	0	217
95	3	50	0	217
96	4	50	0	217
97	2	100	0	217
98	3	50	0	217
99	3	50	-75	217
100	3	50	-50	217
1	1	100	0	218
2	4	50	0	218
3	3	50	0	218
4	2	100	0	218
5	1	100	0	218
6	2	100	0	218
7	1	100	-150	218
8	2	100	0	218
9	2	100	0	218
10	2	100	0	218
11	2	100	0	218
12	2	100	0	218
13	2	100	0	218
14	4	50	0	218
15	3	50	0	218
16	4	50	0	218
17	3	50	-50	218
18	4	50	0	218
19	2	100	-1250	218
20	4	50	0	218
21	4	50	0	218
22	4	50	0	218
23	4	50	0	218
24	4	50	0	218
25	4	50	-250	218
26	3	50	0	218
27	3	50	-50	218
28	3	50	0	218
29	1	100	0	218
30	2	100	0	218
31	1	100	-300	218
32	2	100	0	218
33	2	100	0	218
34	2	100	0	218
35	2	100	-1250	218
36	2	100	0	218
37	2	100	0	218
38	2	100	0	218
39	2	100	0	218
40	2	100	0	218
41	2	100	0	218
42	4	50	0	218
43	3	50	-50	218
44	4	50	0	218
45	4	50	0	218
46	4	50	0	218
47	4	50	0	218
48	4	50	0	218
49	4	50	0	218
50	4	50	0	218
51	4	50	0	218
52	4	50	-250	218
53	3	50	0	218
54	3	50	-50	218
55	3	50	-50	218
56	3	50	0	218
57	1	100	0	218
58	1	100	-200	218
59	2	100	-1250	218
60	1	100	0	218
61	1	100	-250	218
62	1	100	-350	218
63	1	100	0	218
64	1	100	-350	218
65	1	100	0	218
66	1	100	-250	218
67	1	100	-200	218
68	2	100	0	218
69	2	100	0	218
70	2	100	0	218
71	2	100	0	218
72	2	100	0	218
73	2	100	0	218
74	2	100	0	218
75	2	100	0	218
76	2	100	0	218
77	2	100	0	218
78	2	100	-1250	218
79	2	100	0	218
80	2	100	0	218
81	2	100	0	218
82	2	100	0	218
83	2	100	0	218
84	2	100	0	218
85	2	100	0	218
86	2	100	0	218
87	2	100	0	218
88	2	100	0	218
89	2	100	0	218
90	4	50	0	218
91	3	50	-25	218
92	3	50	-75	218
93	3	50	0	218
94	3	50	0	218
95	3	50	0	218
96	3	50	-25	218
97	3	50	-75	218
98	3	50	0	218
99	3	50	-50	218
100	3	50	0	218
1	2	100	0	219
2	2	100	0	219
3	2	100	0	219
4	2	100	0	219
5	2	100	0	219
6	2	100	0	219
7	2	100	0	219
8	3	50	0	219
9	4	50	0	219
10	1	100	0	219
11	1	100	0	219
12	2	100	0	219
13	1	100	-150	219
14	2	100	-1250	219
15	3	50	0	219
16	3	50	-50	219
17	4	50	0	219
18	4	50	0	219
19	1	100	0	219
20	2	100	0	219
21	1	100	-300	219
22	1	100	0	219
23	2	100	0	219
24	1	100	-200	219
25	4	50	0	219
26	4	50	0	219
27	2	100	0	219
28	2	100	0	219
29	1	100	0	219
30	2	100	-1250	219
31	4	50	0	219
32	2	100	0	219
33	2	100	0	219
34	2	100	0	219
35	2	100	0	219
36	4	50	0	219
37	1	100	-250	219
38	1	100	-350	219
39	4	50	0	219
40	4	50	0	219
41	4	50	-250	219
42	4	50	0	219
43	1	100	0	219
44	1	100	-350	219
45	4	50	0	219
46	3	50	0	219
47	3	50	-50	219
48	4	50	0	219
49	4	50	0	219
50	1	100	0	219
51	4	50	0	219
52	4	50	0	219
53	4	50	0	219
54	4	50	0	219
55	4	50	0	219
56	1	100	-250	219
57	2	100	0	219
58	4	50	-250	219
59	4	50	0	219
60	4	50	0	219
61	3	50	0	219
62	3	50	-50	219
63	3	50	0	219
64	3	50	-50	219
65	3	50	-50	219
66	3	50	0	219
67	3	50	-25	219
68	3	50	-75	219
69	3	50	0	219
70	1	100	-200	219
71	3	50	0	219
72	3	50	0	219
73	3	50	-25	219
74	3	50	-75	219
75	3	50	0	219
76	3	50	-50	219
77	3	50	0	219
78	3	50	0	219
79	3	50	0	219
80	3	50	-50	219
81	3	50	-25	219
82	3	50	-50	219
83	3	50	0	219
84	3	50	0	219
85	1	100	0	219
86	3	50	-75	219
87	3	50	-50	219
88	3	50	0	219
89	3	50	0	219
90	3	50	0	219
91	3	50	-25	219
92	3	50	-25	219
93	3	50	0	219
94	3	50	-75	219
95	3	50	0	219
96	3	50	-50	219
97	3	50	-75	219
98	3	50	0	219
99	3	50	0	219
100	3	50	-50	219
1	2	100	0	220
2	2	100	0	220
3	3	50	0	220
4	3	50	0	220
5	1	100	0	220
6	4	50	0	220
7	2	100	0	220
8	2	100	0	220
9	1	100	0	220
10	2	100	0	220
11	1	100	-150	220
12	2	100	0	220
13	2	100	0	220
14	2	100	0	220
15	2	100	-1250	220
16	2	100	0	220
17	2	100	0	220
18	2	100	0	220
19	2	100	0	220
20	3	50	-50	220
21	2	100	-1250	220
22	1	100	0	220
23	1	100	-300	220
24	1	100	0	220
25	4	50	0	220
26	4	50	0	220
27	4	50	0	220
28	3	50	0	220
29	4	50	0	220
30	4	50	0	220
31	4	50	0	220
32	3	50	-50	220
33	4	50	0	220
34	4	50	0	220
35	4	50	-250	220
36	4	50	0	220
37	1	100	-200	220
38	4	50	0	220
39	4	50	0	220
40	4	50	0	220
41	4	50	0	220
42	4	50	0	220
43	4	50	0	220
44	4	50	0	220
45	4	50	0	220
46	4	50	-250	220
47	4	50	0	220
48	4	50	0	220
49	4	50	0	220
50	4	50	0	220
51	4	50	0	220
52	4	50	0	220
53	4	50	0	220
54	4	50	0	220
55	4	50	-250	220
56	4	50	0	220
57	4	50	0	220
58	4	50	0	220
59	4	50	0	220
60	4	50	0	220
61	4	50	-250	220
62	3	50	0	220
63	1	100	0	220
64	4	50	0	220
65	3	50	-50	220
66	3	50	0	220
67	4	50	0	220
68	3	50	-50	220
69	3	50	-50	220
70	3	50	0	220
71	3	50	-25	220
72	3	50	-75	220
73	3	50	0	220
74	4	50	0	220
75	3	50	0	220
76	3	50	0	220
77	3	50	-25	220
78	4	50	0	220
79	3	50	-75	220
80	4	50	0	220
81	1	100	-250	220
82	3	50	0	220
83	3	50	-50	220
84	3	50	0	220
85	4	50	0	220
86	3	50	0	220
87	3	50	0	220
88	3	50	-50	220
89	4	50	0	220
90	3	50	-25	220
91	3	50	-50	220
92	4	50	0	220
93	3	50	0	220
94	3	50	0	220
95	3	50	-75	220
96	4	50	0	220
97	4	50	0	220
98	3	50	-50	220
99	3	50	0	220
100	3	50	0	220
1	1	100	0	221
2	3	50	0	221
3	4	50	0	221
4	1	100	0	221
5	2	100	0	221
6	1	100	-150	221
7	2	100	0	221
8	2	100	0	221
9	2	100	0	221
10	2	100	0	221
11	2	100	0	221
12	2	100	0	221
13	2	100	0	221
14	2	100	-1250	221
15	2	100	0	221
16	2	100	0	221
17	1	100	0	221
18	2	100	0	221
19	1	100	-300	221
20	2	100	0	221
21	3	50	0	221
22	3	50	-50	221
23	2	100	-1250	221
24	2	100	0	221
25	2	100	0	221
26	2	100	0	221
27	2	100	0	221
28	2	100	0	221
29	1	100	0	221
30	1	100	-200	221
31	4	50	0	221
32	4	50	0	221
33	4	50	0	221
34	4	50	0	221
35	4	50	0	221
36	4	50	0	221
37	4	50	0	221
38	4	50	0	221
39	4	50	-250	221
40	3	50	0	221
41	1	100	0	221
42	2	100	0	221
43	3	50	-50	221
44	3	50	0	221
45	3	50	-50	221
46	3	50	0	221
47	3	50	-50	221
48	3	50	-50	221
49	4	50	0	221
50	4	50	0	221
51	4	50	0	221
52	4	50	0	221
53	4	50	0	221
54	4	50	0	221
55	4	50	0	221
56	4	50	0	221
57	1	100	-250	221
58	1	100	-350	221
59	4	50	0	221
60	4	50	-250	221
61	4	50	0	221
62	4	50	0	221
63	4	50	0	221
64	4	50	0	221
65	4	50	0	221
66	4	50	0	221
67	4	50	0	221
68	4	50	0	221
69	4	50	-250	221
70	4	50	0	221
71	4	50	0	221
72	4	50	0	221
73	4	50	0	221
74	4	50	0	221
75	4	50	-250	221
76	4	50	0	221
77	4	50	0	221
78	4	50	0	221
79	4	50	0	221
80	4	50	0	221
81	2	100	-1250	221
82	2	100	0	221
83	2	100	0	221
84	2	100	0	221
85	2	100	0	221
86	2	100	0	221
87	2	100	0	221
88	2	100	0	221
89	3	50	0	221
90	3	50	-25	221
91	3	50	-75	221
92	3	50	0	221
93	3	50	0	221
94	1	100	0	221
95	4	50	0	221
96	4	50	0	221
97	4	50	0	221
98	4	50	0	221
99	3	50	0	221
100	3	50	-25	221
1	1	100	0	470
2	1	100	0	470
3	1	100	-150	470
4	3	50	0	470
5	4	50	0	470
6	2	100	0	470
7	2	100	0	470
8	3	50	0	470
9	4	50	0	470
10	1	100	0	470
11	3	50	-50	470
12	1	100	-300	470
13	2	100	0	470
14	2	100	0	470
15	4	50	0	470
16	2	100	0	470
17	4	50	0	470
18	3	50	0	470
19	2	100	0	470
20	2	100	0	470
21	2	100	0	470
22	2	100	-1250	470
23	4	50	0	470
24	3	50	-50	470
25	1	100	0	470
26	1	100	-200	470
27	1	100	0	470
28	2	100	0	470
29	2	100	0	470
30	2	100	0	470
31	4	50	0	470
32	4	50	0	470
33	3	50	0	470
34	4	50	0	470
35	2	100	0	470
36	2	100	-1250	470
37	2	100	0	470
38	2	100	0	470
39	4	50	0	470
40	3	50	-50	470
41	2	100	0	470
42	2	100	0	470
43	1	100	-250	470
44	1	100	-350	470
45	2	100	0	470
46	2	100	0	470
47	2	100	-1250	470
48	2	100	0	470
49	2	100	0	470
50	4	50	-250	470
51	3	50	0	470
52	3	50	-50	470
53	2	100	0	470
54	2	100	0	470
55	4	50	0	470
56	3	50	-50	470
57	2	100	0	470
